Name, Median Time, Min Time, Max Time, Median Frame Index, Min Frame Index, Max Frame Index, Min Depth, Max Depth, Total Time, Mean Time, Time Lower Quartile, Time Upper Quartile, Count Total, Count Median, Count Min, Count Max, Number of frames containing Marker, First Frame Index, Time Min Individual, Time Max Individual, Min Individual Frame, Max Individual Frame, Time at Median Frame
"UnityEngine.CoreModule.dll!UnityEngine::Camera.get_stereoEnabled()",0.000374,0.000257,0.010129,233,479,226,5,7,0.127509000019927,0.00042503,0.000332,0.000426,600,2,2,2,300,198,8.1E-05,0.005506,497,226,0.000315
"UnityEngine.UI.dll!UnityEngine.EventSystems::BaseInput.get_touchSupported()",0.000371,0.000315,0.003597,434,459,428,6,6,0.106470000144327,0.0004002631,0.000354,0.000393,266,1,1,1,266,198,0.000315,0.003597,459,428,0.000349
"UnityEngine.CoreModule.dll!UnityEngine::RenderSettings.get_fog()",0.00037,0.000268,0.003877,457,408,250,7,9,0.134397999798239,0.0004479933,0.000324,0.000467,600,2,2,2,300,198,7.2E-05,0.003777,281,250,0.000306
"mscorlib.dll!System.Runtime.InteropServices::SafeHandle.DangerousGetHandle()",0.00037,0.000319,0.002726,489,234,422,10,17,0.113467999912245,0.0003782267,0.000355,0.000381,1800,6,6,6,300,198,4.8E-05,0.002384,207,422,0.000371
"AddCustomActiveLocalLights",0.000367,0.000271,0.000745,289,253,284,6,6,0.114596000290476,0.0003819867,0.000338,0.00041,300,1,1,1,300,198,0.000271,0.000745,253,284,0.00031
"UnityEngine.CoreModule.dll!UnityEngine::Vector2..ctor()",0.000366,0.000305,0.007697,289,429,428,7,12,0.144608999922639,0.00048203,0.000344,0.000658,2040,5,5,11,300,198,4.9E-05,0.004212,284,428,0.000361
"PostLateUpdate.TriggerEndOfFrameCallbacks",0.000363,0.000257,0.000959,212,469,203,2,2,0.117946999933338,0.0003931567,0.000332,0.00042,300,1,1,1,300,198,0.000257,0.000959,469,203,0.000337
"UnityEngine.CoreModule.dll!UnityEngine::Display.GetRenderingBuffersImpl()",0.00036,0.000298,0.002396,405,423,325,7,7,0.113866999570746,0.0003795567,0.000341,0.00039,300,1,1,1,300,198,0.000298,0.002396,423,325,0.000325
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PostProcessRenderContext.get_camera()",0.000358,0.000321,0.005024,273,451,261,6,8,0.119125000539498,0.0003970833,0.000347,0.000376,1800,6,6,6,300,198,4.7E-05,0.004685,479,261,0.000378
"RenderForwardAlpha.Sort",0.000358,0.000252,0.001997,454,491,333,7,7,0.0487299999804236,0.0004094958,0.00031,0.000417,119,1,1,1,119,202,0.000252,0.001997,491,333,0
"EarlyUpdate.ExecuteMainThreadJobs",0.000356,0.000223,0.081132,390,402,494,2,2,0.197688002459472,0.00065896,0.000319,0.000414,300,1,1,1,300,198,0.000223,0.081132,402,494,0.000341
"UIEvents.CanvasManagerEmitOffScreenGeometry",0.000355,0.000234,0.001768,366,346,258,2,2,0.115271000264329,0.0003842367,0.000308,0.000409,300,1,1,1,300,198,0.000234,0.001768,346,258,0.000361
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::FloatParameter.Interp()",0.000355,0.000334,0.001813,404,397,399,10,10,0.112804000073083,0.0003760133,0.00035,0.000361,1800,6,6,6,300,198,5.1E-05,0.001506,201,399,0.000355
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::RuntimeUtilities.Destroy()",0.000354,0.000314,0.002147,221,362,370,9,9,0.109056999790482,0.0003635233,0.000342,0.000366,300,1,1,1,300,198,0.000314,0.002147,362,370,0.000352
"UnityEngine.CoreModule.dll!UnityEngine::ScreenShimBase.get_width()",0.000354,0.000291,0.000673,274,271,235,12,12,0.0334800000127871,0.000372,0.000338,0.00039,90,1,1,1,90,198,0.000291,0.000673,271,235,0
"CanvasUpdate.PostLayout",0.000354,0.000346,0.043814,334,242,428,8,8,0.155154000152834,0.00051718,0.000351,0.000361,300,1,1,1,300,198,0.000346,0.043814,242,428,0.000352
"UnityEngine.InputLegacyModule.dll!UnityEngine::Input.GetMouseButtonUp()",0.000353,0.000297,0.00072,287,222,226,11,11,0.0322260000684764,0.0003580667,0.000334,0.000366,270,3,3,3,90,198,7E-05,0.00057,209,226,0
"UnityEngine.CoreModule.dll!UnityEngine::Texture.GetDataHeight()",0.000349,0.000301,0.000513,213,301,296,10,14,0.106142000455293,0.0003538067,0.000335,0.000363,900,3,3,3,300,198,6.2E-05,0.000223,241,296,0.00037
"EarlyUpdate.ProcessMouseInWindow",0.000344,0.000271,0.001823,239,409,494,2,2,0.112597000261303,0.0003753233,0.000323,0.000381,300,1,1,1,300,198,0.000271,0.001823,409,494,0.000295
"PostLateUpdate.DirectorLateUpdate",0.000344,0.000271,0.016658,482,244,428,2,2,0.127336000819923,0.0004244533,0.00032,0.000394,300,1,1,1,300,198,0.000271,0.016658,244,428,0.000308
"mscorlib.dll!System.IO::FileStream.get_CanSeek()",0.000341,0.000317,0.003901,347,493,359,11,16,0.107444000143005,0.0003581467,0.000332,0.000352,1800,6,6,6,300,198,4.7E-05,0.003577,279,359,0.000337
"PhysX.Completion Task",0.00034,0.000216,0.0008339999,207,270,337,4,4,0.0460299999249401,0.0003540769,0.00028,0.000384,134,1,1,2,130,198,0.000216,0.000694,270,303,0
"UnityEngine.UI.dll!UnityEngine.EventSystems::RaycastResult.get_gameObject()",0.00034,0.000305,0.000412,276,252,198,8,9,0.0308010001135699,0.0003422333,0.000327,0.000353,450,5,5,5,90,198,4.9E-05,0.000136,207,198,0
"EarlyUpdate.AnalyticsCoreStatsUpdate",0.000338,0.000182,0.000896,202,220,226,2,2,0.108880000188947,0.0003629333,0.00029,0.000391,300,1,1,1,300,198,0.000182,0.000896,220,226,0.000346
"UnityEngine.UIModule.dll!UnityEngine::Canvas.get_targetDisplay()",0.000337,0.000232,0.000701,253,276,238,11,11,0.0314730001409771,0.0003497,0.000298,0.000374,90,1,1,1,90,198,0.000232,0.000701,276,238,0
"UnityEngine.CoreModule.dll!UnityEngine::Camera.get_usePhysicalProperties()",0.000335,0.000258,0.004842,363,385,226,5,7,0.110928000030981,0.00036976,0.000296,0.000394,600,2,2,2,300,198,6.5E-05,0.004731,418,226,0.000331
"mscorlib.dll!System::IntPtr.get_Size()",0.000333,0.000299,0.002888,388,312,453,16,16,0.102744000600069,0.00034248,0.000324,0.000343,1800,6,6,6,300,198,4.7E-05,0.002602,221,453,0.000329
"UnityEngine.CoreModule.dll!UnityEngine::EditorSystemInfo.GetOperatingSystemFamily()",0.000332,0.000267,0.005866,326,340,428,10,11,0.0795310003995837,0.000378719,0.000308,0.000372,420,2,2,2,210,288,5.3E-05,0.003405,323,428,0.000305
"Gfx.WaitForPresentOnGfxThread",0.000331,0.000243,6.578966,361,331,493,2,2,137.929150901196,0.4597638,0.00029,0.00045,300,1,1,1,300,198,0.000243,6.578966,331,493,0.000301
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::ChromaticAberration.IsEnabledAndSupported()",0.000331,0.00025,0.000723,429,360,388,8,9,0.102056999952765,0.00034019,0.000317,0.000346,600,2,2,2,300,198,7.7E-05,0.00063,328,388,0.000333
"UnityEngine.UI.dll!UnityEngine.UI::GraphicRegistry.get_instance()",0.00033,0.000266,0.003291,270,224,277,12,12,0.0356060000813159,0.0003956222,0.00032,0.000341,270,3,3,3,90,198,5.1E-05,0.003039,219,277,0
"UnityEngine.CoreModule.dll!UnityEngine::Camera.get_projectionMatrix_Injected()",0.000329,0.000259,0.0123,303,415,256,6,6,0.121658000833122,0.0004055267,0.000313,0.000364,300,1,1,1,300,198,0.000259,0.0123,415,256,0.000276
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::CommandBuffer.Internal_DispatchCompute()",0.000328,0.000203,0.000844,428,372,283,12,12,0.101780999684706,0.00033927,0.000287,0.000357,300,1,1,1,300,198,0.000203,0.000844,372,283,0.000277
"ParticleSystem.GeometryJob",0.000326,0.000175,0.00048,258,369,437,4,4,0.098735999839846,0.00032912,0.000309,0.000346,600,2,2,2,300,198,5.8E-05,0.000408,493,437,0.00035
"Physics2D.SyncRigidbodyTransformChanges",0.000326,0.000231,0.0009869999,349,471,251,5,5,0.101158999867039,0.000377459,0.000311,0.000387,294,1,1,2,268,198,0.000176,0.000814,216,202,0.000312
"EarlyUpdate.RendererNotifyInvisible",0.000325,0.00023,0.001991,269,316,399,2,2,0.105994000317878,0.0003533133,0.000268,0.000399,300,1,1,1,300,198,0.00023,0.001991,316,399,0.00026
"UnityEngine.CoreModule.dll!UnityEngine::Shader.SetGlobalFloatImpl()",0.000325,0.000252,0.004831,321,367,226,6,6,0.113866999949096,0.0003795567,0.000295,0.000406,300,1,1,1,300,198,0.000252,0.004831,367,226,0.000252
"JobAlloc.Grow",0.000321,0.000214,0.000611,257,342,200,4,9,0.042214000117383,0.0003272403,0.000285,0.000355,129,1,1,1,129,198,0.000214,0.000611,342,200,0
"UnityEngine.CoreModule.dll!UnityEngine::Camera.get_targetDisplay()",0.000321,0.000201,0.001454,493,484,388,5,11,0.133281000031275,0.00044427,0.000302,0.000617,480,1,1,3,300,198,6.5E-05,0.001454,252,388,0.000278
"mscorlib.dll!::ValueCollection.GetEnumerator()",0.000318,0.000259,0.000549,384,331,256,8,8,0.00446700007887557,0.00037225,0.000293,0.000409,12,1,1,1,12,204,0.000259,0.000549,331,256,0
"mscorlib.dll!System.IO::TextWriter.get_InitialNewLine()",0.000315,0.000245,0.000506,292,398,436,11,11,0.0983019999112003,0.0003276733,0.000292,0.000342,300,1,1,1,300,198,0.000245,0.000506,398,436,0.000318
"mscorlib.dll!System.Threading::Thread.GetExecutionContextReader()",0.000313,0.000259,0.003568,374,492,369,5,5,0.106713000132004,0.00035571,0.000296,0.000338,300,1,1,1,300,198,0.000259,0.003568,492,369,0.000279
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PostProcessDebugLayer.SetFrameSize()",0.000309,0.000233,0.003257,209,399,270,7,7,0.0988710001984145,0.00032957,0.000296,0.000332,300,1,1,1,300,198,0.000233,0.003257,399,270,0.000358
"UnityEngine.CoreModule.dll!UnityEngine::Texture2D.get_isReadable()",0.000307,0.000251,0.000773,364,258,225,13,14,0.0960820000182139,0.0003202733,0.000282,0.000342,600,2,2,2,300,198,6.2E-05,0.000695,402,225,0.000279
"PreLateUpdate.AIUpdatePostScript",0.000307,0.000231,0.00358,393,249,428,2,2,0.100058999771136,0.00033353,0.000274,0.000343,300,1,1,1,300,198,0.000231,0.00358,249,428,0.000261
"VolumeBlending",0.000304,0.000147,0.004949,231,476,401,6,6,0.106808999917121,0.00035603,0.000259,0.000342,300,1,1,1,300,198,0.000147,0.004949,476,401,0.000206
"UnityEngine.UI.dll!UnityEngine.UI::CanvasScaler.SetScaleFactor()",0.000304,0.00025,0.006802,305,457,388,7,7,0.09806400029629,0.00032688,0.00028,0.000322,900,3,3,3,300,198,5.1E-05,0.006616,272,388,0.000342
"GlobalEventQueue",0.000303,0.000192,0.00076,274,257,342,3,3,0.0938760002463823,0.00031292,0.000263,0.000343,300,1,1,1,300,198,0.000192,0.00076,257,342,0.000384
"PostLateUpdate.ScriptRunDelayedDynamicFrameRate",0.000303,0.000246,0.007711,429,365,428,2,2,0.104835999925854,0.0003494533,0.000285,0.000345,300,1,1,1,300,198,0.000246,0.007711,365,428,0.000359
"PhysX.ScScene.unblockNarrowPhase",0.000301,0.000171,0.001022,372,232,327,4,4,0.0245990002003964,0.0003369726,0.000263,0.000344,77,1,1,2,73,199,0.000171,0.000732,232,439,0
"PostLateUpdate.GUIClearEvents",0.000301,0.000155,0.000838,403,316,276,2,2,0.0937129997764714,0.0003123767,0.000245,0.000361,300,1,1,1,300,198,0.000155,0.000838,316,276,0.000316
"UnityEngine.InputLegacyModule.dll!UnityEngine::Input.get_touchCount()",0.0003,0.000174,0.002839,369,416,428,7,8,0.102541999978712,0.0003418067,0.000256,0.000408,480,1,1,3,300,198,6.6E-05,0.002839,200,428,0.000527
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::Monitor.IsRequestedAndSupported()",0.0003,0.000265,0.00233,382,422,426,8,9,0.0933380001952173,0.0003111267,0.000288,0.000313,1500,5,5,5,300,198,4.9E-05,0.002059,205,426,0.000301
"mscorlib.dll!System.Text::UTF8Encoding.PtrDiff()",0.000299,0.000269,0.000417,209,464,285,12,12,0.0918860006495379,0.0003062867,0.000289,0.000312,1200,4,4,4,300,198,5.8E-05,0.000184,215,406,0.000355
"UnityEngine.UI.dll!UnityEngine.UI::CanvasScaler.SetReferencePixelsPerUnit()",0.000298,0.000251,0.002062,335,234,388,7,7,0.0914150004427938,0.0003047167,0.000285,0.00031,900,3,3,3,300,198,5.3E-05,0.001867,213,388,0.000307
"UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.NotifyBeforeUpdate()",0.000297,0.00013,0.003132,430,450,388,3,3,0.0943350002198713,0.00031445,0.000273,0.00032,894,3,2,4,300,198,5.1E-05,0.00296,315,388,0.000356
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.get_currentPipeline()",0.000296,0.000193,0.003458,469,339,226,3,3,0.0949330005169031,0.0003164433,0.00027,0.000321,900,3,3,3,300,198,5.1E-05,0.003193,339,226,0.000251
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::AutoExposure.IsEnabledAndSupported()",0.000294,0.000193,0.000709,299,212,264,8,9,0.0890190000827715,0.00029673,0.00026,0.000317,900,3,3,3,300,198,4.9E-05,0.000555,206,264,0.00033
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::MotionBlur.IsEnabledAndSupported()",0.000294,0.000225,0.004628,477,362,450,8,9,0.102325000087149,0.0003410833,0.000266,0.000322,600,2,2,2,300,198,5.7E-05,0.004557,485,450,0.000325
"UnityEngine.CoreModule.dll!UnityEngine::ScreenShimBase.get_height()",0.000291,0.000221,0.000623,255,234,251,12,12,0.0268809999543009,0.0002986778,0.000255,0.000316,90,1,1,1,90,198,0.000221,0.000623,234,251,0
"mscorlib.dll!System.Collections.Generic::Dictionary`2.Clear()",0.00029,0.000201,0.0216,236,492,428,7,9,0.114157000236446,0.0003805233,0.000252,0.000324,900,3,3,3,300,198,4.9E-05,0.016927,215,428,0.000293
"UnityEngine.UI.dll!UnityEngine.EventSystems::PointerEventData.get_delta()",0.000289,0.000267,0.000577,259,252,204,10,10,0.0269530001532985,0.0002994778,0.00028,0.00031,450,5,5,5,90,198,4.8E-05,0.000355,218,204,0
"PostLateUpdate.InputEndFrame",0.000284,0.000189,0.000795,285,381,355,2,2,0.0887250000814674,0.00029575,0.000265,0.000305,300,1,1,1,300,198,0.000189,0.000795,381,355,0.000299
"mscorlib.dll!System::Math.Floor()",0.00028,0.00025,0.000723,384,440,297,11,11,0.0892479996909969,0.0002974933,0.00027,0.000311,900,3,3,3,300,198,4.9E-05,0.000608,479,297,0.000261
"mscorlib.dll!System.Text::StringBuilder.get_MaxCapacity()",0.000279,5.6E-05,0.008842,256,310,292,13,16,0.0928280002299289,0.0003094267,0.000258,0.000296,1182,4,1,7,300,198,4.8E-05,0.008606,221,292,0.000311
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::ColorUtilities.CIExyToLMS()",0.000279,0.00022,0.000846,438,461,302,12,12,0.0874980001390213,0.00029166,0.000269,0.000297,300,1,1,1,300,198,0.00022,0.000846,461,302,0.000267
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::TextureLerper.get_instance()",0.000278,0.000228,0.002952,300,377,272,6,7,0.090243000206101,0.00030081,0.00026,0.000303,900,3,3,3,300,198,6.1E-05,0.002635,221,272,0.000253
"EarlyUpdate.UpdateAsyncReadbackManager",0.000278,0.000187,0.00085,447,322,228,2,2,0.0889640000095824,0.0002965467,0.000269,0.000296,300,1,1,1,300,198,0.000187,0.00085,322,228,0.000284
"UnityEngine.UI.dll!UnityEngine.UI::CanvasUpdateRegistry.get_instance()",0.000278,0.000243,0.017682,476,276,428,8,9,0.10131199940588,0.0003377067,0.000268,0.000289,1200,4,4,4,300,198,5.1E-05,0.00871,209,428,0.000268
"PreLateUpdate.DirectorDeferredEvaluate",0.000274,0.00017,0.008886,230,485,428,2,2,0.0970629999792436,0.0003235433,0.000248,0.000317,300,1,1,1,300,198,0.00017,0.008886,485,428,0.000285
"UnityEditor.dll!UnityEditor::EditorGUIUtility.get_skinIndex()",0.000272,0.000182,0.00105,239,293,386,7,7,0.0986029998748563,0.0003286767,0.000223,0.000386,300,1,1,1,300,198,0.000182,0.00105,293,386,0.000229
"Preload Single Step",0.000268,0.000141,0.0062,440,415,247,6,6,0.0935969995480264,0.00031199,0.000235,0.000294,300,1,1,1,300,198,0.000141,0.0062,415,247,0.00024
"UnityEngine.CoreModule.dll!UnityEngine::Time.get_unscaledTime()",0.000267,0.000191,0.000652,231,248,261,7,7,0.0255169999581994,0.0002835222,0.000221,0.000292,90,1,1,1,90,198,0.000191,0.000652,248,261,0
"UnityEngine.CoreModule.dll!UnityEngine::Camera.ResetProjectionMatrix()",0.000266,0.000185,0.004317,327,479,226,5,5,0.0874420000764076,0.0002914733,0.000223,0.000314,300,1,1,1,300,198,0.000185,0.004317,479,226,0.000215
"mscorlib.dll!Mono.Globalization.Unicode::SimpleCollator.GetExtenderType()",0.000266,0.000237,0.002495,431,334,388,19,19,0.0832050001918105,0.00027735,0.00026,0.000275,1200,4,4,4,300,198,4.9E-05,0.0023,214,388,0.000277
"mscorlib.dll!System::UnSafeCharBuffer..ctor()",0.000264,0.000234,0.000399,259,336,237,17,19,0.079926999998861,0.0002664233,0.000257,0.00027,1200,4,4,4,300,198,5E-05,0.000126,200,237,0.00026
"UnityEngine.CoreModule.dll!UnityEngine::Camera.get_cameraType()",0.000264,0.000173,0.000762,304,338,279,7,7,0.0838620001013624,0.00027954,0.00023,0.000294,300,1,1,1,300,198,0.000173,0.000762,338,279,0.000179
"UnityEngine.CoreModule.dll!UnityEngine::Camera.get_pixelHeight()",0.000263,0.000226,0.000378,290,479,436,7,7,0.079291000176454,0.0002643033,0.000254,0.000271,300,1,1,1,300,198,0.000226,0.000378,479,436,0.000251
"Update Lights",0.000262,0.000165,0.000739,225,426,494,3,3,0.0844800000631949,0.0002816,0.000227,0.000327,600,2,2,2,300,198,7.7E-05,0.000582,288,448,0.000333
"Physics.SyncColliderTransform",0.000261,0.000219,0.002629,429,260,247,3,8,0.0818680000011227,0.0003054776,0.000251,0.000278,1470,5,5,10,268,198,3.4E-05,0.002348,220,247,0.000277
"UnityEngine.CoreModule.dll!UnityEngine::Camera.get_rect_Injected()",0.000261,0.000198,0.00482,475,479,226,6,6,0.0936870005534729,0.00031229,0.000236,0.000344,300,1,1,1,300,198,0.000198,0.00482,479,226,0.000233
"UnityEngine.CoreModule.dll!UnityEngine::RenderTexture.get_width()",0.00026,0.000203,0.000335,357,490,296,11,11,0.0787249999193591,0.0002624167,0.000249,0.000271,600,2,2,2,300,198,6.3E-05,0.000249,268,296,0.000286
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PostProcessRenderContext.set_destination()",0.000259,0.000229,0.00274,473,437,226,6,8,0.0809139999764739,0.0002697133,0.00025,0.00027,1200,4,4,4,300,198,5E-05,0.00257,209,226,0.00026
"SoundManager.UpdateChannels",0.000257,0.000145,0.009446,393,404,428,4,4,0.090196999910404,0.0003006567,0.000222,0.000301,300,1,1,1,300,198,0.000145,0.009446,404,428,0.000291
"UnityEngine.CoreModule.dll!UnityEngine::Camera.set_nonJitteredProjectionMatrix_Injected()",0.000256,0.000172,0.004379,401,479,226,6,6,0.0858449999213917,0.00028615,0.000208,0.000305,300,1,1,1,300,198,0.000172,0.004379,479,226,0.000202
"UnityEngine.CoreModule.dll!UnityEngine::Camera.get_actualRenderingPath()",0.000252,0.000203,0.000551,210,316,363,7,7,0.0798560000839643,0.0002661867,0.000237,0.000275,300,1,1,1,300,198,0.000203,0.000551,316,363,0.000249
"Terrain.Trees.OnWillRender",0.000252,0.000163,0.003553,278,432,202,7,7,0.0804760004175478,0.0002682533,0.000221,0.000277,600,2,2,2,300,198,6.6E-05,0.003365,379,202,0.000241
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PostProcessRenderContext.get_height()",0.000249,0.000166,0.005355,343,339,239,7,7,0.0807490001207043,0.0002691633,0.000208,0.00026,900,3,3,3,300,198,4.5E-05,0.005071,479,239,0.000202
"EarlyUpdate.UpdateStreamingManager",0.000248,0.00015,0.000702,225,466,386,2,2,0.0824670002766652,0.00027489,0.000207,0.000329,300,1,1,1,300,198,0.00015,0.000702,466,386,0.000188
"UnityEditor.dll!UnityEditor::NetworkDetailStats.NewProfilerTick()",0.000248,0.000145,0.003261,344,312,428,7,7,0.0989609998650849,0.00032987,0.000194,0.000276,300,1,1,1,300,198,0.000145,0.003261,312,428,0.000163
"PostLateUpdate.SortingGroupsUpdate",0.000247,0.000166,0.003817,206,394,415,2,2,0.0815400000719819,0.0002718,0.000224,0.000278,300,1,1,1,300,198,0.000166,0.003817,394,415,0.000218
"UnityEngine.CoreModule.dll!UnityEngine::Display.RelativeMouseAtImpl()",0.000245,9.3E-05,0.004776,339,395,388,6,12,0.0964250002725748,0.0003214167,0.000195,0.000437,570,1,1,4,300,198,5.3E-05,0.004776,206,388,0.000181
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PostProcessRenderContext.get_propertySheets()",0.000243,0.000217,0.00202,480,269,401,7,10,0.075508000303671,0.0002516933,0.000236,0.000254,1200,4,4,4,300,198,4.7E-05,0.001834,458,401,0.000246
"UnityEngine.CoreModule.dll!UnityEngine::Object.CurrentThreadIsMainThread()",0.000241,0.000191,0.00058,217,325,354,15,15,0.0746310001704842,0.00024877,0.000228,0.000261,600,2,2,2,300,198,6E-05,0.00032,469,296,0.000259
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::Grain.IsEnabledAndSupported()",0.000241,0.000166,0.000567,379,330,453,8,9,0.0731090000226686,0.0002436967,0.000222,0.000255,600,2,2,2,300,198,5.9E-05,0.000481,330,453,0.000248
"UnityEngine.CoreModule.dll!UnityEngine::ApplicationEditor.get_platform()",0.00024,0.000197,0.000748,215,320,276,10,12,0.0815320000547217,0.0002717733,0.000224,0.000304,600,2,2,2,300,198,5.8E-05,0.000674,216,276,0.000226
"PreUpdate.Physics2DUpdate",0.00024,0.000155,0.010298,457,207,388,2,2,0.0998370004963363,0.00033279,0.000193,0.00029,300,1,1,1,300,198,0.000155,0.010298,207,388,0.000266
"PhysX.ScScene.lostTouchReports",0.000238,0.000113,0.004605,198,479,261,4,4,0.0451410002569901,0.0006183698,0.000174,0.00042,74,1,1,2,73,198,0.000113,0.004605,479,261,0
"UnityEngine.CoreModule.dll!UnityEngine::GameObject.get_activeSelf()",0.000237,0.00021,0.0005809999,374,461,399,7,7,0.0698419998807367,0.0002606045,0.00023,0.000247,294,1,1,2,268,198,0.000154,0.0005809999,444,399,0.000241
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::SupportedRenderingFeatures.get_active()",0.000237,0.000131,0.000616,382,377,387,5,5,0.072342999981629,0.0002411433,0.000212,0.000265,600,2,2,2,300,198,5.1E-05,0.000543,200,387,0.000275
"suspendPointHook.Invoke",0.000236,0.000139,0.000707,281,385,345,6,6,0.0755140000837855,0.0002517133,0.000195,0.000299,300,1,1,1,300,198,0.000139,0.000707,385,345,0.000157
"mscorlib.dll!System::IntPtr.ToPointer()",0.000235,0.000132,0.0097,413,411,226,4,4,0.0860940000129631,0.00028698,0.000223,0.000246,894,3,2,4,300,198,4.9E-05,0.009536,496,226,0.000234
"mscorlib.dll!System.Text::UTF8Encoding.InRange()",0.000234,0.000218,0.000316,453,301,481,12,12,0.0708590001668199,0.0002361967,0.000228,0.00024,1200,4,4,4,300,198,4.9E-05,0.000132,210,481,0.000251
"UnityEngine.CoreModule.dll!UnityEngine::Vector2.op_Subtraction()",0.000231,0.000176,0.008432,393,447,428,6,9,0.094582999809063,0.0003152767,0.000215,0.000372,390,1,1,2,300,198,0.000157,0.008432,205,428,0.000215
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PostProcessEffectRenderer.GetCameraFlags()",0.000231,0.00021,0.004315,473,331,229,8,8,0.0745170005902764,0.00024839,0.000225,0.000238,1200,4,4,4,300,198,4.8E-05,0.004142,206,229,0.000231
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::ColorGrading.IsEnabledAndSupported()",0.000229,0.000178,0.003715,341,335,377,8,9,0.0771489998951438,0.0002571633,0.000212,0.000264,600,2,2,2,300,198,6.4E-05,0.003643,301,377,0.000216
"mscorlib.dll!Mono.Globalization.Unicode::SimpleCollator.ClearBuffer()",0.000227,0.000179,0.005786,243,447,438,17,17,0.0837900002297829,0.0002793,0.000218,0.000241,600,2,2,2,300,198,6.2E-05,0.005717,208,438,0.000246
"UnityEngine.CoreModule.dll!UnityEngine::Time.get_time()",0.000227,0.000108,0.004206,406,307,428,7,7,0.0802319997383165,0.00026744,0.000209,0.000264,300,1,1,1,300,198,0.000108,0.004206,307,428,0.000238
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PostProcessRenderContext.get_antialiasing()",0.000226,0.000191,0.003991,271,344,205,6,9,0.0722780001269712,0.0002409267,0.000217,0.000238,900,3,3,3,300,198,5.2E-05,0.003848,255,205,0.000244
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PostProcessRenderContext.get_source()",0.000226,0.000187,0.000398,366,229,215,7,10,0.068603000137955,0.0002286767,0.000214,0.000238,900,3,3,3,300,198,5.1E-05,0.000242,338,215,0.000225
"mscorlib.dll!Mono.Globalization.Unicode::SimpleCollator.FilterOptions()",0.000225,0.000186,0.000524,312,310,434,19,19,0.068302000148833,0.0002276733,0.000215,0.000234,600,2,2,2,300,198,5.3E-05,0.000457,233,434,0.000229
"EarlyUpdate.ClearLines",0.000224,0.000172,0.000435,349,373,249,2,2,0.0693369998043636,0.0002311233,0.00021,0.000244,300,1,1,1,300,198,0.000172,0.000435,373,249,0.000206
"UnityEngine.CoreModule.dll!UnityEngine::EditorSystemInfo.Supports3DRenderTextures()",0.00022,0.000138,0.000642,316,388,272,13,13,0.0681180000974564,0.00022706,0.000186,0.000253,300,1,1,1,300,198,0.000138,0.000642,388,272,0.000193
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::DepthOfField.IsEnabledAndSupported()",0.00022,0.000174,0.000602,341,285,459,8,9,0.0705480000542593,0.00023516,0.000206,0.000244,600,2,2,2,300,198,6E-05,0.000526,248,459,0.000222
"mscorlib.dll!System::Exception.SetErrorCode()",0.000217,0.00018,0.000624,332,443,377,10,10,0.063838999834843,0.0002382052,0.000206,0.000229,294,1,1,2,268,198,0.00018,0.000464,443,399,0.000212
"UnityEngine.CoreModule.dll!UnityEngine::LayerMask.op_Implicit()",0.000217,0.000178,0.006943,483,412,282,8,9,0.0729950004788407,0.0002433167,0.000209,0.000229,900,3,3,3,300,198,4.8E-05,0.006794,227,282,0.000235
"UnityEngine.UI.dll!::MouseButtonEventData.PressedThisFrame()",0.000216,0.000183,0.000274,225,250,214,9,9,0.0195630000271194,0.0002173667,0.00021,0.000221,270,3,3,3,90,198,5.2E-05,0.000161,200,214,0
